family	building	place	element	value_original	unit_original	value_m	parse	source	confidence	quote
buttress			masonry_carries_no_tension	design in compression only	—		unparsed	Ungewitter/Mohrmann Manual of Gothic Construction (Ricker tr. 1920) leaf 300	stated-explicitly	From the 'Vaults with only compressile stresses' passage: with the scarcely elastic properties of all stone and mortar it is 'always risky to count on their unbroken resistance'. Also notes that 'not without reason the practical Renaissance supported the heavy vaults by very powerful abutments', and warns against too trustful use of wide flat ceilings.
timber_roof	St Martin's Church, Leicester	Leicestershire	roof span	23 0	ft in	7.010	ft in pair	Brandon 1849	VERIFIED	Carries the entire roof; ridge and purlins bear on it via short templates (3 ft 6 in / 2 ft 6 in).
timber_roof	St Martin's Church, Leicester	Leicestershire	truss spacing	12 6	ft in	3.810	ft in pair	Brandon 1849	VERIFIED	Carries the entire roof; ridge and purlins bear on it via short templates (3 ft 6 in / 2 ft 6 in).
timber_roof	St Martin's Church, Leicester	Leicestershire	Tie-beam scantling	1 ft 8 in x 1 ft 2 in	in	0.508	first measure in prose (ft in)	Brandon 1849	VERIFIED	Carries the entire roof; ridge and purlins bear on it via short templates (3 ft 6 in / 2 ft 6 in).
timber_roof	St Martin's Church, Leicester	Leicestershire	roof span	23 0	ft in	7.010	ft in pair	Brandon 1849	VERIFIED	Framed into the tie-beam; does not touch the wall.
timber_roof	St Martin's Church, Leicester	Leicestershire	truss spacing	12 6	ft in	3.810	ft in pair	Brandon 1849	VERIFIED	Framed into the tie-beam; does not touch the wall.
timber_roof	St Martin's Church, Leicester	Leicestershire	Cornice scantling	10 in x 8 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	Framed into the tie-beam; does not touch the wall.
timber_roof	St Martin's Church, Leicester	Leicestershire	roof span	23 0	ft in	7.010	ft in pair	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	truss spacing	12 6	ft in	3.810	ft in pair	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	Purlin scantling	10 in x 10 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	roof span	23 0	ft in	7.010	ft in pair	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	truss spacing	12 6	ft in	3.810	ft in pair	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	Ridge scantling	10 in x 9 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	roof span	23 0	ft in	7.010	ft in pair	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	truss spacing	12 6	ft in	3.810	ft in pair	Brandon 1849	VERIFIED	
timber_roof	St Martin's Church, Leicester	Leicestershire	Common Rafter scantling	6.5 in x 4.5 in	in	0.165	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	roof span	18 0	ft in	5.486	ft in pair	Brandon 1849	VERIFIED	Deepest tie-beam in the set. Supersedes the cycle-5 OCR-PARTIAL rows, which were Leicester values showing through and are now DELETED.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	truss spacing	11 0	ft in	3.353	ft in pair	Brandon 1849	VERIFIED	Deepest tie-beam in the set. Supersedes the cycle-5 OCR-PARTIAL rows, which were Leicester values showing through and are now DELETED.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	Tie-beam scantling	2 ft 8 in x 11 in	in	0.813	scantling max face	Brandon 1849	VERIFIED	Deepest tie-beam in the set. Supersedes the cycle-5 OCR-PARTIAL rows, which were Leicester values showing through and are now DELETED.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	roof span	18 0	ft in	5.486	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	truss spacing	11 0	ft in	3.353	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	Cornice scantling	1 ft 9 in x 11 in	in	0.533	scantling max face	Brandon 1849	VERIFIED	
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	roof span	18 0	ft in	5.486	ft in pair	Brandon 1849	VERIFIED	Single-dimension entry (thickness only) as printed.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	truss spacing	11 0	ft in	3.353	ft in pair	Brandon 1849	VERIFIED	Single-dimension entry (thickness only) as printed.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	Intermediate Principal scantling	8 in thick x 	in	0.203	first measure in prose (in)	Brandon 1849	VERIFIED	Single-dimension entry (thickness only) as printed.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	roof span	18 0	ft in	5.486	ft in pair	Brandon 1849	VERIFIED	Single-dimension entry as printed.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	truss spacing	11 0	ft in	3.353	ft in pair	Brandon 1849	VERIFIED	Single-dimension entry as printed.
timber_roof	Chapel of the Holy Trinity, Cirencester	Gloucestershire	Braces scantling	3 in thick x 	in	0.076	first measure in prose (in)	Brandon 1849	VERIFIED	Single-dimension entry as printed.
timber_roof	St Andrew's Church	(unstated)	roof span	about 21 0	ft in	6.401	ft in pair	Brandon 1849	VERIFIED	"Description gives only nave width, ~21 ft. Cites ""Roof over the Nave of St Stephen's Church, Plates 32 and 33"" — the anchor confirming plate N -> leaf 2N+61."
timber_roof	Capel St Mary	Suffolk	roof span	18 3	ft in	5.563	ft in pair	Brandon 1849	VERIFIED	A moulded three-inch plank is tenoned into the hammer-beams; openwork tracery inserted between it and the lowest purlin.
timber_roof	Capel St Mary	Suffolk	truss spacing	6 0	ft in	1.829	ft in pair	Brandon 1849	VERIFIED	A moulded three-inch plank is tenoned into the hammer-beams; openwork tracery inserted between it and the lowest purlin.
timber_roof	Capel St Mary	Suffolk	Principal Rafters scantling	10 in x 8 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	A moulded three-inch plank is tenoned into the hammer-beams; openwork tracery inserted between it and the lowest purlin.
timber_roof	Capel St Mary	Suffolk	roof span	18 3	ft in	5.563	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	truss spacing	6 0	ft in	1.829	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	Common Rafters scantling	6 in x 3 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	roof span	18 3	ft in	5.563	ft in pair	Brandon 1849	VERIFIED	Same section as principal rafters and collar-beam — one stock size serves three members.
timber_roof	Capel St Mary	Suffolk	truss spacing	6 0	ft in	1.829	ft in pair	Brandon 1849	VERIFIED	Same section as principal rafters and collar-beam — one stock size serves three members.
timber_roof	Capel St Mary	Suffolk	Hammer-beam scantling	10 in x 8 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	Same section as principal rafters and collar-beam — one stock size serves three members.
timber_roof	Capel St Mary	Suffolk	roof span	18 3	ft in	5.563	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	truss spacing	6 0	ft in	1.829	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	Collar-beam scantling	10 in x 8 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	roof span	18 3	ft in	5.563	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	truss spacing	6 0	ft in	1.829	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	Purlins scantling	6 in x 5 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	roof span	18 3	ft in	5.563	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	truss spacing	6 0	ft in	1.829	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Capel St Mary	Suffolk	Ridge-piece scantling	6 in x 6 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	roof span	19 0	ft in	5.791	ft in pair	Brandon 1849	VERIFIED	Worstead Church has a very similar design but a wider nave with hammer-beams projecting less in proportion, which the authors call grander.
timber_roof	Trunch Church	Norfolk	truss spacing	5 6	ft in	1.676	ft in pair	Brandon 1849	VERIFIED	Worstead Church has a very similar design but a wider nave with hammer-beams projecting less in proportion, which the authors call grander.
timber_roof	Trunch Church	Norfolk	Principal Rafters scantling	10 in x 9 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	Worstead Church has a very similar design but a wider nave with hammer-beams projecting less in proportion, which the authors call grander.
timber_roof	Trunch Church	Norfolk	roof span	19 0	ft in	5.791	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	truss spacing	5 6	ft in	1.676	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	Common Rafters scantling	6 in x 4 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	roof span	19 0	ft in	5.791	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	truss spacing	5 6	ft in	1.676	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	Hammer-beam scantling	10 in x 10 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	roof span	19 0	ft in	5.791	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	truss spacing	5 6	ft in	1.676	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	Purlin scantling	8 in x 5 in	in	0.203	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	roof span	19 0	ft in	5.791	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	truss spacing	5 6	ft in	1.676	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Trunch Church	Norfolk	Ridge-piece scantling	10 in x 10 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	roof span	20 4	ft in	6.198	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	truss spacing	5 9	ft in	1.753	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	Principal Rafters scantling	1 ft 1 in x 10 in	in	0.330	scantling max face	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	roof span	20 4	ft in	6.198	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	truss spacing	5 9	ft in	1.753	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	Common Rafters scantling	6 in x 4 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	roof span	20 4	ft in	6.198	ft in pair	Brandon 1849	VERIFIED	Same section as the principal rafters.
timber_roof	Palgrave Church	Suffolk	truss spacing	5 9	ft in	1.753	ft in pair	Brandon 1849	VERIFIED	Same section as the principal rafters.
timber_roof	Palgrave Church	Suffolk	Hammer-beam scantling	1 ft 1 in x 10 in	in	0.330	scantling max face	Brandon 1849	VERIFIED	Same section as the principal rafters.
timber_roof	Palgrave Church	Suffolk	roof span	20 4	ft in	6.198	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	truss spacing	5 9	ft in	1.753	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	Cornice scantling	1 ft 7 in x 7 in	in	0.483	scantling max face	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	roof span	20 4	ft in	6.198	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	truss spacing	5 9	ft in	1.753	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Palgrave Church	Suffolk	Wall-piece scantling	10 in x 7 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	roof span	17 0	ft in	5.182	ft in pair	Brandon 1849	VERIFIED	"RIDGE ANGLE STATED: ""the angle formed by the rafters at the ridge is of 100 degrees"" = a 40-degree pitch. Only explicit pitch in the set so far."
timber_roof	Brinton Church	Norfolk	truss spacing	12 0	ft in	3.658	ft in pair	Brandon 1849	VERIFIED	"RIDGE ANGLE STATED: ""the angle formed by the rafters at the ridge is of 100 degrees"" = a 40-degree pitch. Only explicit pitch in the set so far."
timber_roof	Brinton Church	Norfolk	Principal Rafters scantling	10.5 in x 9 in	in	0.267	scantling max face (in)	Brandon 1849	VERIFIED	"RIDGE ANGLE STATED: ""the angle formed by the rafters at the ridge is of 100 degrees"" = a 40-degree pitch. Only explicit pitch in the set so far."
timber_roof	Brinton Church	Norfolk	roof span	17 0	ft in	5.182	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	truss spacing	12 0	ft in	3.658	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	Common Rafters scantling	6 in x 4 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	roof span	17 0	ft in	5.182	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	truss spacing	12 0	ft in	3.658	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	Purlin scantling	7 in x 6 in	in	0.178	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	roof span	17 0	ft in	5.182	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	truss spacing	12 0	ft in	3.658	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Brinton Church	Norfolk	Ridge-piece scantling	9 in x 7 in	in	0.229	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	roof span	19 8	ft in	5.994	ft in pair	Brandon 1849	VERIFIED	"Truss-spacing line is printed ""7 by 10"" in the ft/in columns; read as 7 ft 10 in by analogy with the other spacing rows."
timber_roof	Fressingfield Church	Suffolk	truss spacing	7 10	ft in	2.388	ft in pair	Brandon 1849	VERIFIED	"Truss-spacing line is printed ""7 by 10"" in the ft/in columns; read as 7 ft 10 in by analogy with the other spacing rows."
timber_roof	Fressingfield Church	Suffolk	Principal Rafters scantling	10 in x 8 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	"Truss-spacing line is printed ""7 by 10"" in the ft/in columns; read as 7 ft 10 in by analogy with the other spacing rows."
timber_roof	Fressingfield Church	Suffolk	roof span	19 8	ft in	5.994	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	truss spacing	7 10	ft in	2.388	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	Common Rafter scantling	7 in x 3 in	in	0.178	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	roof span	19 8	ft in	5.994	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	truss spacing	7 10	ft in	2.388	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	Hammer-beam scantling	10 in x 8 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	roof span	19 8	ft in	5.994	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	truss spacing	7 10	ft in	2.388	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	Collar-beam scantling	1 ft 2 in x 8 in	in	0.356	scantling max face	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	roof span	19 8	ft in	5.994	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	truss spacing	7 10	ft in	2.388	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	Wall-piece scantling	11 in x 8 in	in	0.279	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	roof span	19 8	ft in	5.994	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	truss spacing	7 10	ft in	2.388	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	Purlin scantling	7.5 in x 5.5 in	in	0.191	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	roof span	19 8	ft in	5.994	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	truss spacing	7 10	ft in	2.388	ft in pair	Brandon 1849	VERIFIED	
timber_roof	Fressingfield Church	Suffolk	Depth of Cornice scantling	3 in x 3.5 in	in	0.089	scantling max face (in)	Brandon 1849	VERIFIED	
timber_roof	Heckington Church (south porch)	Lincolnshire	roof span	10 9	ft in	3.277	ft in pair	Brandon 1849	VERIFIED	Rafters at 1 ft 2 in centres — no trusses at all. A cornice plate projecting from the wall receives struts and wall-beams by tenon and is called 'of considerable importance in keeping all the trusses in their proper positions' = the longitudinal alignment member. Boarded longitudinally, covered with lead.
timber_roof	Heckington Church (south porch)	Lincolnshire	truss spacing	1 2	ft in	0.356	ft in pair	Brandon 1849	VERIFIED	Rafters at 1 ft 2 in centres — no trusses at all. A cornice plate projecting from the wall receives struts and wall-beams by tenon and is called 'of considerable importance in keeping all the trusses in their proper positions' = the longitudinal alignment member. Boarded longitudinally, covered with lead.
timber_roof	Heckington Church (south porch)	Lincolnshire	Rafters scantling	5.5 in x 4.5 in	in	0.140	scantling max face (in)	Brandon 1849	VERIFIED	Rafters at 1 ft 2 in centres — no trusses at all. A cornice plate projecting from the wall receives struts and wall-beams by tenon and is called 'of considerable importance in keeping all the trusses in their proper positions' = the longitudinal alignment member. Boarded longitudinally, covered with lead.
timber_roof	Heckington Church (south porch)	Lincolnshire	roof span	10 9	ft in	3.277	ft in pair	Brandon 1849	VERIFIED	Rafters at 1 ft 2 in centres — no trusses at all. A cornice plate projecting from the wall receives struts and wall-beams by tenon and is called 'of considerable importance in keeping all the trusses in their proper positions' = the longitudinal alignment member. Boarded longitudinally, covered with lead.
timber_roof	Heckington Church (south porch)	Lincolnshire	truss spacing	1 2	ft in	0.356	ft in pair	Brandon 1849	VERIFIED	Rafters at 1 ft 2 in centres — no trusses at all. A cornice plate projecting from the wall receives struts and wall-beams by tenon and is called 'of considerable importance in keeping all the trusses in their proper positions' = the longitudinal alignment member. Boarded longitudinally, covered with lead.
timber_roof	Heckington Church (south porch)	Lincolnshire	Central Plate scantling	4 in x 2.5 in	in	0.102	scantling max face (in)	Brandon 1849	VERIFIED	Rafters at 1 ft 2 in centres — no trusses at all. A cornice plate projecting from the wall receives struts and wall-beams by tenon and is called 'of considerable importance in keeping all the trusses in their proper positions' = the longitudinal alignment member. Boarded longitudinally, covered with lead.
timber_roof	Starston Church	Norfolk	roof span	21 10	ft in	6.655	ft in pair	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	Principal Rafters scantling	10 in x 9 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	roof span	21 10	ft in	6.655	ft in pair	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	Common Rafters scantling	6 in x 4 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	roof span	21 10	ft in	6.655	ft in pair	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	Wall-piece scantling	10 in x 7.5 in	in	0.254	scantling max face (in)	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	roof span	21 10	ft in	6.655	ft in pair	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	Purlin scantling	6.5 in x 5.5 in	in	0.165	scantling max face (in)	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	roof span	21 10	ft in	6.655	ft in pair	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Starston Church	Norfolk	Cornice scantling	11 in x 10 in	in	0.279	scantling max face (in)	Brandon 1849	VERIFIED	No truss spacing printed for this roof.
timber_roof	Bacton Church	Suffolk	roof span	19 4	ft in	5.893	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	truss spacing	6 4.5	ft in	1.943	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	Hammer-beams scantling	10.5 in x 9 in	in	0.267	scantling max face (in)	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	roof span	19 4	ft in	5.893	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	truss spacing	6 4.5	ft in	1.943	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	Principal Rafters scantling	9.5 in x 9 in	in	0.241	scantling max face (in)	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	roof span	19 4	ft in	5.893	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	truss spacing	6 4.5	ft in	1.943	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	Common Rafters scantling	6 in x 3 in	in	0.152	scantling max face (in)	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	roof span	19 4	ft in	5.893	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	truss spacing	6 4.5	ft in	1.943	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	Purlin scantling	8.5 in x 6.5 in	in	0.216	scantling max face (in)	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	roof span	19 4	ft in	5.893	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	truss spacing	6 4.5	ft in	1.943	ft in pair	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	Bacton Church	Suffolk	Depth of Cornice scantling	3 ft 0 in x 	in	0.914	first measure in prose (ft in)	Brandon 1849	VERIFIED	Spacing 6 ft 4.5 in sits inside the hammer-beam band, confirming the cycle-6 rule. Cites Brandon's 'Parish Churches'. Cornice depth printed in the ft/in columns as 3 0.
timber_roof	(north aisle roof, leaf 186)	(unstated)	roof span	11 0.5	ft in	3.366	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	truss spacing	14 0	ft in	4.267	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	Principal Rafters scantling	11 in x 10.5 in	in	0.279	scantling max face (in)	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	roof span	11 0.5	ft in	3.366	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	truss spacing	14 0	ft in	4.267	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	Common Rafters scantling	8 in x 4 in	in	0.203	scantling max face (in)	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
timber_roof	(north aisle roof, leaf 186)	(unstated)	roof span	11 0.5	ft in	3.366	ft in pair	Brandon 1849	VERIFIED	KEY CASE: narrowest span in the set (11 ft) but the WIDEST truss spacing (14 ft) — so spacing does NOT scale with span. Stout principals (11x10.5) and the deepest common rafters in the set (8x4) span the wide bay. Cites Brandon's own 'Analysis of Gothick Architecture', Section I Decorated, plate 33.
