source_manifest	canonical_element	building	element_as_written	value	unit	value_m	source	evidence	quote
building_dimensions_v1.tsv	diameter	Ancient iron work, Shoppee collection	scutcheon diameter	5 in	in	0.127	dollman_v1 leaf 164 plate	printed	
building_dimensions_v1.tsv	member_section	Ancient iron work, Shoppee collection	hinge, across the two leaves	3 1/2 in	in	0.089	dollman_v1 leaf 164 plate	printed	
building_dimensions_v1.tsv	external_length	Ancient iron work, Shoppee collection	bolt plate, overall length	3 3/4 in	in	0.095	dollman_v1 leaf 164 plate	printed	
building_dimensions_v1.tsv	external_length	Ancient iron work, Shoppee collection	latch, overall length	8 3/4 in	in	0.222	dollman_v1 leaf 164 plate	printed	
building_dimensions_v1.tsv	external_height	Ancient iron work, Shoppee collection	latch, overall height of the vertical back plate	7 in	in	0.178	dollman_v1 leaf 164 plate	printed	
building_dimensions_v1.tsv	external_height	Ancient iron work, Shoppee collection	sliding sconce, overall height	1 ft 7 in	ft in	0.483	dollman_v1 leaf 164 plate	printed	
building_dimensions_v1.tsv	width	Ancient iron work, Shoppee collection	sliding sconce, width of the back-plate channel	1 3/8 in	in	0.035	dollman_v1 leaf 164 plate	printed	
building_dimensions_v1.tsv	width	Closing ring, Chant Marle Farm	height by width	6 7/8 in by 4 5/8 in	in	0.203	dollman_v2 leaf 370 plate	printed	
building_dimensions_v1.tsv	perimeter	Closing ring, The Commandery	across the ring	4 in	in	0.102	dollman_v2 leaf 370 plate	printed	
building_dimensions_v1.tsv	internal_height	Escutcheon on the gateway of the Bishop's Palace	height	5 3/4 in	in	0.146	dollman_v2 leaf 370 plate	printed	
building_dimensions_v1.tsv	internal_length	Knocker (original in E. Browning's collection)	length	7 3/8 in	in	0.187	dollman_v2 leaf 370 plate	printed	
building_dimensions_v1.tsv	internal_length	Window latch	length	5 5/8 in	in	0.143	dollman_v2 leaf 370 plate	printed	
building_dimensions_v1.tsv	width	Old oak panelling (foreign), Plate 1 panel A	sunk field, width by height	7 3/4 in by 1 ft 0 in	in / ft in	0.102	dollman_v2 leaf 254 plate	printed	
building_dimensions_v1.tsv	width	Old oak panelling (foreign), Plate 1 panel B	width by height	5 7/8 in by 1 ft 2 1/2 in	in / ft in	0.203	dollman_v2 leaf 254 plate	printed	
building_dimensions_v1.tsv	internal_width	Old oak panelling (foreign), Plate 2 upright panel 1	width	7 5/16 in	in	0.186	dollman_v2 leaf 258 plate	printed	
building_dimensions_v1.tsv	internal_width	Old oak panelling (foreign), Plate 2 upright panel 2	width	7 3/16 in	in	0.183	dollman_v2 leaf 258 plate	printed	
building_dimensions_v1.tsv	internal_length	Old oak panelling (foreign), Plate 2 frieze	length	1 ft 2 5/8 in	ft in	0.371	dollman_v2 leaf 258 plate	printed	
building_dimensions_v1.tsv	internal_height	Old oak panelling (foreign), Plate 2 frieze	height	4 3/8 in	in	0.111	dollman_v2 leaf 258 plate	printed	
building_dimensions_v1.tsv	width	Old oak panelling (foreign), Plate 3 No. 1	height by width	1 ft 7 1/2 in by 7 1/2 in	ft in	0.305	dollman_v2 leaf 262 plate	printed	
building_dimensions_v1.tsv	internal_height	Old oak panelling (foreign), Plate 3 No. 2	height	9 5/8 in	in	0.244	dollman_v2 leaf 262 plate	printed	
building_dimensions_v1.tsv	height	Carcassonne outer enceinte	curtain height, ditch bottom or scarp crest to hoarding floor	10	m	10.000	Architecture militaire	documented-reconstruction	les courtines de la premiere defense sont maintenues a 10 metres environ du fond du fosse ou de la crete de l'escarpement au sol des hourds
building_dimensions_v1.tsv	height	Carcassonne inner enceinte	curtain height, lices floor to hoarding floor	14 (minimum)	m	14.000	Architecture militaire	documented-reconstruction	les courtines de la seconde enceinte ont, du sol des lices au sol des hourds, 14 metres au moins
building_dimensions_v1.tsv	wall_thickness	French curtains generally, pre-gunpowder	curtain wall thickness (average)	2 to 3	m	2.500	Architecture militaire	measured-fabric	des murs de maconnerie de deux a trois metres d'epaisseur (qui est l'epaisseur moyenne des courtines anterieures a l'emploi regulier des bouches a feu)
building_dimensions_v1.tsv	width	French curtains generally	chemin de ronde width on curtains	2 (maximum)	m	2.000	Architecture militaire	measured-fabric	les chemins de ronde qui n'avaient guere que deux metres au plus de largeur
building_dimensions_v1.tsv	wall_thickness	French parapets generally	crenellated parapet thickness (peacetime, stone, on wall head)	0.50 to 0.70	m	0.600	Architecture militaire	measured-fabric	le mur du parapet dont l'epaisseur varie de 0 m , 50 a 0 m , 70, perce d'archeres rapprochees
building_dimensions_v1.tsv	thickness	French wall faces generally	ashlar facing thickness over rubble core	0.30 to 0.50	m	0.400	Architecture militaire	measured-fabric	les revetements de pierre qui n'avaient generalement qu'une epaisseur de 30 a 50 centimetres
building_dimensions_v1.tsv	perimeter	Carcassonne outer enceinte	circuit perimeter measured inside the ditches	1400	m	1400.000	Tour	measured-fabric	Le perimetre de l'enceinte exterieure est de 1400 metres en dedans des fosses
building_dimensions_v1.tsv	ratio_or_rule	Carcassonne	garrison density rule of thumb	1 man per metre of circuit	men/m	1.000	Tour	viollet-conjecture	c'est environ un homme par metre de developpement qu'il fallait compter pour composer la garnison d'une ville fortifiee
building_dimensions_v1.tsv	projection	Vincennes	short side of the enceinte parallelogram, tower projection included	212	m	212.000	Architecture militaire	measured-fabric	Le petit cote du parallelogramme de l'enceinte, compris la saillie des tours, a 212 metres
building_dimensions_v1.tsv	bay_spacing	Vincennes	curtain length between towers	about 100	m	100.000	Tour	measured-fabric	Les courtines entre les tours ont environ 100 metres de long, ce qui depasse la limite des anciennes escarpes flanquees
building_dimensions_v1.tsv	wall_thickness	Langres, 16th-century tower front	wall thickness built against artillery	7.00	m	7.000	Architecture militaire	measured-fabric	les murs sont epais (7,00 metres), afin de pouvoir resister a l'artillerie des assiegeants
building_dimensions_v1.tsv	wall_thickness	Ham, grosse tour	wall thickness	10	m	10.000	Tour	documented-reconstruction	la grosse tour, batie par le comte de Saint-Pol, et dont les murs ont 10 metres d'epaisseur
building_dimensions_v1.tsv	gap	Roman city walls	gap between the two masonry facings, earth-filled	20 pieds (about 6.5)	m	20.000	Architecture militaire	documented-reconstruction	il consistait en deux forts parements de maconnerie separes par un intervalle de vingt pieds
building_dimensions_v1.tsv	bay_spacing	Gaulish timber-and-stone rampart (Caesar)	spacing of the longitudinal timbers	2 pieds (about 0.65)	m	2.000	Architecture militaire	documented-reconstruction	les placent a une distance de deux pieds l'une de l'autre
building_dimensions_v1.tsv	length	Gaulish timber-and-stone rampart (Caesar)	length of the tie timbers	about 40 pieds (about 13)	m	40.000	Architecture militaire	documented-reconstruction	les arbres, ayant environ quarante pieds de long, lies entre eux dans l'epaisseur de la muraille
building_dimensions_v1.tsv	bay_spacing	Siege contravallation	spacing of the double palisade rows	3 to 4	m	3.500	Architecture militaire	viollet-conjecture	doubles rangs de fortes palissades de bois espaces de la longueur d'une pique (trois a quatre metres)
building_dimensions_v1.tsv	bay_spacing	Stone machicolation, general type	corbel spacing, axis to axis	0.70 to 1.20	m	0.950	Architecture militaire	measured-fabric	On posait des corbeaux les uns sur les autres formant encorbellements espaces environ de 0 m ,70 a 1 m ,20 au plus d'axe en axe
building_dimensions_v1.tsv	thickness	Stone machicolation, general type	crenellated parapet on the corbel ends: thickness	0.33 to 0.40	m	0.365	Architecture militaire	measured-fabric	Sur l'extremite de ces corbeaux on elevait un parapet crenele B de 0 m ,33 a 0 m ,40 en pierre, et de 2 metres de haut
building_dimensions_v1.tsv	height	Stone machicolation, general type	crenellated parapet on the corbel ends: height	2	m	2.000	Architecture militaire	measured-fabric	un parapet crenele B de 0 m ,33 a 0 m ,40 en pierre, et de 2 metres de haut
building_dimensions_v1.tsv	width	Pierrefonds, tour de Charlemagne	machicolation drop-hole width	about 0.42	m	0.420	Tour	documented-reconstruction	les trous des machicoulis ont 42 centimetres environ
building_dimensions_v1.tsv	diameter	Pierrefonds, tour de Charlemagne	largest round stone projectile stacked for the machicolations	up to 0.40	m	0.400	Tour	measured-fabric	pierres rondes, cailloux de toutes grosseurs, jusqu'a 40 centimetres de diametre
building_dimensions_v1.tsv	level_difference	Pierrefonds, tour de Charlemagne	drop from the machicolation walk to the projectile floor S	3	m	3.000	Tour	documented-reconstruction	du chemin de ronde R sur l'aire S placee a 3 metres au-dessous
building_dimensions_v1.tsv	member_detail	Carcassonne, Visigothic tower	upper room floor below the crenel sill	1.28	m	1.280	Tour	documented-reconstruction	Le plancher de la salle superieure, etant a 1 metre 28 centimetres en contre-bas de l'appui des creneaux
building_dimensions_v1.tsv	weight	Hand-thrown stones from the wall head	effective projectile weight dropped about 20 m	8 to 10 kg from 20 m	kg/m	20.000	Tour	viollet-conjecture	De simples cailloux du poids de 8 a 10 kilogrammes, tombant d'une hauteur de 20 metres, etaient les projectiles les plus dangereux
building_dimensions_v1.tsv	opening_width	French towers and curtains generally	arrow loop, external slit width	about 0.10	m	0.100	Architecture militaire	measured-fabric	ces ouvertures, qui n'avaient a l'exterieur que 0 m , 10 de largeur environ
building_dimensions_v1.tsv	opening_width	French towers and curtains generally	arrow loop, internal embrasure width	1 to 1.50	m	1.250	Architecture militaire	measured-fabric	et 1 m , a 1 m , 50 a l'interieur
building_dimensions_v1.tsv	diameter	Arles, Roman gate towers	tower diameter	8	m	8.000	Tour	measured-fabric	Ces tours ont 8 metres de diametre et sont espacees l'une de l'autre de 15 metres
building_dimensions_v1.tsv	bay_spacing	Arles, Roman gate towers	spacing between towers	15	m	15.000	Tour	measured-fabric	Ces tours ont 8 metres de diametre et sont espacees l'une de l'autre de 15 metres
building_dimensions_v1.tsv	bay_spacing	Coucy, outer enceinte (mid 13th c.)	spacing between towers	50 to 60	m	55.000	Tour	measured-fabric	flanquee de tours, la plupart fermees a la gorge et espacees les unes des autres de 50 a 60 metres
building_dimensions_v1.tsv	distance	Coucy	distance from a captured outer tower to the foot of the inner enceinte	20	m	20.000	Tour	measured-fabric	il se trouvait a 20 metres du pied de l'enceinte interieure
building_dimensions_v1.tsv	level_difference	Coucy	relief of the inner enceinte above the outer chemin de ronde	15	m	15.000	Tour	measured-fabric	dont le relief est de 15 metres au-dessus du chemin de ronde S
building_dimensions_v1.tsv	thickness	Coucy, north-west tower	masonry thickness of the cylinder at level P	5.20 (16 pieds)	m	5.200	Tour	measured-fabric	la maconnerie du cylindre, au niveau P , a 5 m ,20 d'epaisseur (16 pieds)
building_dimensions_v1.tsv	level_difference	Coucy, north-west tower	outer talus drop below the courtyard level K	8	m	8.000	Tour	measured-fabric	Le talus exterieur descend a 8 metres en contre-bas du niveau K , sol de la cour
building_dimensions_v1.tsv	height	Coucy	course height of the tower masonry	0.40 to 0.50	m	0.450	Tour	measured-fabric	merveilleusement executee en assises de 40 a 50 centimetres
building_dimensions_v1.tsv	wall_thickness	Coucy	wall thickness at the point a workman pierced it in 27 days	4	m	4.000	Tour	measured-fabric	un trou d'un metre carre environ dans l'un de ces murs, au-dessus du talus, c'est-a-dire au point ou la maconnerie n'a que 4 metres d'epaisseur
building_dimensions_v1.tsv	height	Carcassonne, tour Saint-Martin	height above the lices military road	25	m	25.000	Tour	measured-fabric	la tour Saint-Martin s'eleve de 25 metres au-dessus du chemin militaire des [li]ces [source text corrupt: 'des ces']
building_dimensions_v1.tsv	height	Carcassonne, tour Saint-Martin	height above the city ground	15.50	m	15.500	Tour	measured-fabric	et de 15 [m] ,50 au-dessus du sol de la cite [source text prints '15 e ,50']
building_dimensions_v1.tsv	level_difference	Carcassonne, Porte-Rouge front	level difference between two adjoining curtain walks	3	m	3.000	Tour	measured-fabric	le chemin de ronde b est a 3 metres au-dessus du chemin de ronde a
building_dimensions_v1.tsv	member_detail	Carcassonne, Saint-Nazaire postern tower	lices floor below the sill of the second door	3	m	3.000	Tour	measured-fabric	le sol des lices est a 3 metres en contre-bas du seuil de la seconde porte
building_dimensions_v1.tsv	distance	Carcassonne, Saint-Nazaire postern tower	distance from the tower to Saint-Nazaire church	25	m	25.000	Tour	measured-fabric	Sa masse sert de masque a l'eglise de Saint-Nazaire, distante seulement de 25 metres
building_dimensions_v1.tsv	height	Carcassonne, tour visigothe area postern	gargoyle height above the lices floor	about 2	m	2.000	Tour	measured-fabric	une gargouille est percee en G , a 2 metres environ au-dessus du sol des lices
building_dimensions_v1.tsv	sill_height_above_floor	Carcassonne, square tower with echauguettes	postern sill above the outside ground	2	m	2.000	Tour	measured-fabric	une large poterne dont le seuil est pose a 2 metres au-dessus du sol exterieur
building_dimensions_v1.tsv	height	Aigues-Mortes, tour de Constance	tower height	29	m	29.000	Tour	measured-fabric	Cette tour cylindrique a 29 metres de hauteur sur 22 metres de diametre
building_dimensions_v1.tsv	diameter	Aigues-Mortes, tour de Constance	tower diameter	22	m	22.000	Tour	measured-fabric	Cette tour cylindrique a 29 metres de hauteur sur 22 metres de diametre
building_dimensions_v1.tsv	height	Aigues-Mortes, tour de Constance	lantern turret height above the platform	11	m	11.000	Tour	measured-fabric	une tourelle de 11 metres s'eleve pres du crenelage sur la plate-forme
building_dimensions_v1.tsv	diameter	La Rochelle, tour de la Lanterne	tower diameter	16	m	16.000	Tour	measured-fabric	C'est une grosse tour de 16 metres de diametre, terminee par une fleche pyramidale de pierre
building_dimensions_v1.tsv	distance	La Rochelle, tour de la Lanterne	distance from the harbour mouth	about 100	m	100.000	Tour	measured-fabric	a 100 metres environ du goulet du port
building_dimensions_v1.tsv	diameter	Pierrefonds, donjon flanking towers	external diameter hors oeuvre	15.50	m	15.500	Tour	measured-fabric	deux grosses tours cylindriques dont le diametre est de 15 metres 50 centimetres hors oeuvre
building_dimensions_v1.tsv	height	Montepilloy	course height of the tower masonry	0.32 (one pied)	m	0.320	Tour	measured-fabric	en assises reglees de 0 m , 32 de hauteur (un pied)
building_dimensions_v1.tsv	diameter	Montlhery, principal tower	diameter above the talus	9.85 (30 pieds)	m	9.850	Tour	measured-fabric	a 9 m ,85 de diametre au-dessus du talus (30 pieds)
building_dimensions_v1.tsv	member_detail	Montlhery, principal tower	platform level above the donjon door sill	about 35	m	35.000	Tour	viollet-conjecture	le niveau de sa plate-forme etait a 35 metres environ au-dessus du seuil de la porte du donjon
building_dimensions_v1.tsv	diameter	Paris, tour de Nesle	external diameter hors oeuvre	5 toises (about 9.75)	m	5.000	Tour	documented-reconstruction	La tour de Nesle D avait, hors oeuvre, cinq toises de diametre
building_dimensions_v1.tsv	height	Curton	tower height, dungeon floor to upper platform	33	m	33.000	Tour	measured-fabric	La tour de Curton a d'ailleurs 33 metres de hauteur, du niveau du sol du cachot a la plate-forme superieure
building_dimensions_v1.tsv	width	Salses (Salces)	ditch width	about 15	m	15.000	Tour	measured-fabric	Un fosse de 15 metres de largeur environ sur 7 metres de profondeur circonscrit tout le chateau
building_dimensions_v1.tsv	depth	Salses (Salces)	ditch depth	7	m	7.000	Tour	measured-fabric	Un fosse de 15 metres de largeur environ sur 7 metres de profondeur circonscrit tout le chateau
building_dimensions_v1.tsv	width	Cadillac, porte Garonne	town ditch width, water-filled	about 20	m	20.000	Tour	measured-fabric	Des fosses de 20 metres de largeur environ, remplis par les eaux de l'Oeille
building_dimensions_v1.tsv	height	Cadillac	rampart height an escalade would have to climb	10	m	10.000	Tour	measured-fabric	de passer un fosse plein d'eau, de 20 metres de largeur, et d'escalader un rempart de 10 metres
